transaction_id,user_id,transaction_date,transaction_month,day_of_week,is_weekend,transaction_type,amount_xaf,fee_xaf,status,provider,month_num,year,quarter
TX_000022,USER_001,2024-12-13,2024-12-01,Friday,0,Receive Money,41500.0,815.0,Success,Orange Money,12,2024,4
TX_000023,USER_001,2024-06-10,2024-06-01,Monday,0,Pay Bill,3500.0,70.0,Success,MTN Mobile Money,6,2024,2
TX_000024,USER_001,2025-01-27,2025-01-01,Monday,0,Receive Money,32100.0,366.0,Success,Orange Money,1,2025,1
TX_000025,USER_001,2025-02-23,2025-02-01,Sunday,1,Receive Money,15700.0,87.0,Success,Orange Money,2,2025,1
TX_000026,USER_001,2024-12-05,2024-12-01,Thursday,0,Buy Airtime,2600.0,24.0,Success,Orange Money,12,2024,4
TX_000027,USER_001,2024-10-01,2024-10-01,Tuesday,0,Pay Bill,12600.0,169.0,Success,MTN Mobile Money,10,2024,4
TX_000028,USER_001,2024-06-21,2024-06-01,Friday,0,Receive Money,6500.0,106.0,Success,MTN Mobile Money,6,2024,2
TX_000029,USER_001,2024-10-16,2024-10-01,Wednesday,0,Buy Airtime,2100.0,11.0,Success,Orange Money,10,2024,4
TX_000030,USER_001,2024-12-27,2024-12-01,Friday,0,Deposit Cash,41400.0,550.0,Success,MTN Mobile Money,12,2024,4
TX_000031,USER_001,2024-07-21,2024-07-01,Sunday,1,Withdraw Cash,3000.0,20.0,Success,MTN Mobile Money,7,2024,3
TX_000032,USER_001,2024-03-04,2024-03-01,Monday,0,Merchant Payment,27900.0,441.0,Success,Orange Money,3,2024,1
TX_000033,USER_001,2024-05-21,2024-05-01,Tuesday,0,Withdraw Cash,85700.0,1496.0,Success,MTN Mobile Money,5,2024,2
TX_000034,USER_001,2025-02-21,2025-02-01,Friday,0,Send Money,32800.0,323.0,Success,Orange Money,2,2025,1
TX_000035,USER_001,2024-10-03,2024-10-01,Thursday,0,Send Money,17000.0,92.0,Success,Orange Money,10,2024,4
TX_000036,USER_001,2024-08-22,2024-08-01,Thursday,0,Buy Airtime,3500.0,65.0,Success,MTN Mobile Money,8,2024,3
TX_000037,USER_001,2024-07-21,2024-07-01,Sunday,1,Receive Money,30700.0,425.0,Success,MTN Mobile Money,7,2024,3
TX_000038,USER_001,2024-05-19,2024-05-01,Sunday,1,Receive Money,62000.0,647.0,Success,MTN Mobile Money,5,2024,2
TX_000039,USER_001,2024-06-19,2024-06-01,Wednesday,0,Merchant Payment,38200.0,271.0,Success,Orange Money,6,2024,2
TX_000040,USER_001,2024-08-20,2024-08-01,Tuesday,0,Save/Investment,23800.0,184.0,Success,MTN Mobile Money,8,2024,3
TX_000041,USER_001,2024-04-22,2024-04-01,Monday,0,Receive Money,43600.0,632.0,Success,Orange Money,4,2024,2
TX_000042,USER_001,2024-04-17,2024-04-01,Wednesday,0,Buy Airtime,2200.0,15.0,Success,Orange Money,4,2024,2
TX_000043,USER_001,2024-09-11,2024-09-01,Wednesday,0,Receive Money,2000.0,37.0,Success,Orange Money,9,2024,3
TX_000044,USER_001,2024-04-19,2024-04-01,Friday,0,Pay Bill,2900.0,32.0,Success,Orange Money,4,2024,2
TX_000045,USER_002,2024-08-31,2024-08-01,Saturday,1,Receive Money,1000.0,7.0,Success,MTN Mobile Money,8,2024,3
TX_000046,USER_002,2024-08-24,2024-08-01,Saturday,1,Merchant Payment,21000.0,294.0,Success,MTN Mobile Money,8,2024,3
TX_000047,USER_002,2025-01-04,2025-01-01,Saturday,1,Send Money,51200.0,578.0,Success,MTN Mobile Money,1,2025,1
TX_000048,USER_002,2024-07-14,2024-07-01,Sunday,1,Pay Bill,1700.0,13.0,Success,MTN Mobile Money,7,2024,3
TX_000049,USER_002,2024-03-23,2024-03-01,Saturday,1,Send Money,33900.0,294.0,Success,MTN Mobile Money,3,2024,1
TX_000050,USER_002,2024-10-22,2024-10-01,Tuesday,0,Receive Money,20100.0,317.0,Success,MTN Mobile Money,10,2024,4
TX_000051,USER_002,2024-11-30,2024-11-01,Saturday,1,Buy Airtime,1700.0,25.0,Failed,MTN Mobile Money,11,2024,4
TX_000052,USER_002,2024-05-03,2024-05-01,Friday,0,Withdraw Cash,15600.0,85.0,Success,MTN Mobile Money,5,2024,2
TX_000053,USER_002,2024-09-10,2024-09-01,Tuesday,0,Buy Airtime,200.0,2.0,Success,MTN Mobile Money,9,2024,3
TX_000054,USER_002,2024-04-10,2024-04-01,Wednesday,0,Receive Money,43300.0,286.0,Success,MTN Mobile Money,4,2024,2
TX_000055,USER_002,2024-12-08,2024-12-01,Sunday,1,Withdraw Cash,35000.0,536.0,Success,MTN Mobile Money,12,2024,4
TX_000056,USER_002,2024-07-29,2024-07-01,Monday,0,Receive Money,45900.0,780.0,Success,MTN Mobile Money,7,2024,3
TX_000057,USER_002,2025-01-16,2025-01-01,Thursday,0,Receive Money,33200.0,346.0,Success,MTN Mobile Money,1,2025,1
TX_000058,USER_002,2025-01-11,2025-01-01,Saturday,1,Merchant Payment,4900.0,94.0,Success,MTN Mobile Money,1,2025,1
TX_000059,USER_002,2024-09-02,2024-09-01,Monday,0,Send Money,30500.0,552.0,Success,MTN Mobile Money,9,2024,3
TX_000060,USER_002,2024-12-21,2024-12-01,Saturday,1,Deposit Cash,46400.0,714.0,Success,MTN Mobile Money,12,2024,4
TX_000061,USER_002,2024-06-07,2024-06-01,Friday,0,Receive Money,27600.0,230.0,Pending,MTN Mobile Money,6,2024,2
TX_000062,USER_002,2025-02-24,2025-02-01,Monday,0,Merchant Payment,1500.0,23.0,Failed,MTN Mobile Money,2,2025,1
TX_000063,USER_002,2024-04-05,2024-04-01,Friday,0,Send Money,32000.0,599.0,Success,MTN Mobile Money,4,2024,2
TX_000064,USER_002,2024-03-24,2024-03-01,Sunday,1,Withdraw Cash,21300.0,402.0,Pending,MTN Mobile Money,3,2024,1
TX_000065,USER_002,2025-02-02,2025-02-01,Sunday,1,Merchant Payment,16700.0,299.0,Success,MTN Mobile Money,2,2025,1
TX_000066,USER_002,2024-06-25,2024-06-01,Tuesday,0,Receive Money,46500.0,258.0,Success,MTN Mobile Money,6,2024,2
TX_000067,USER_002,2024-07-27,2024-07-01,Saturday,1,Receive Money,27100.0,44.0,Success,MTN Mobile Money,7,2024,3
TX_000068,USER_002,2024-04-10,2024-04-01,Wednesday,0,Receive Money,40700.0,243.0,Success,MTN Mobile Money,4,2024,2
TX_000069,USER_002,2024-06-28,2024-06-01,Friday,0,Buy Airtime,2800.0,27.0,Success,MTN Mobile Money,6,2024,2
TX_000070,USER_002,2024-04-21,2024-04-01,Sunday,1,Merchant Payment,21600.0,183.0,Success,MTN Mobile Money,4,2024,2
TX_000071,USER_002,2024-09-11,2024-09-01,Wednesday,0,Merchant Payment,900.0,16.0,Success,MTN Mobile Money,9,2024,3
TX_000072,USER_002,2024-07-21,2024-07-01,Sunday,1,Merchant Payment,28000.0,559.0,Success,MTN Mobile Money,7,2024,3
TX_000073,USER_002,2024-10-19,2024-10-01,Saturday,1,Receive Money,27100.0,349.0,Success,MTN Mobile Money,10,2024,4
TX_000074,USER_002,2025-01-20,2025-01-01,Monday,0,Merchant Payment,34400.0,568.0,Success,MTN Mobile Money,1,2025,1
TX_000075,USER_002,2024-09-03,2024-09-01,Tuesday,0,Pay Bill,15700.0,135.0,Success,MTN Mobile Money,9,2024,3
TX_000076,USER_002,2024-05-23,2024-05-01,Thursday,0,Receive Money,16300.0,154.0,Success,MTN Mobile Money,5,2024,2
TX_000077,USER_002,2024-09-06,2024-09-01,Friday,0,Send Money,1300.0,26.0,Success,MTN Mobile Money,9,2024,3
TX_000078,USER_002,2024-08-29,2024-08-01,Thursday,0,Receive Money,38200.0,316.0,Failed,MTN Mobile Money,8,2024,3
TX_000079,USER_002,2024-06-16,2024-06-01,Sunday,1,Withdraw Cash,6900.0,78.0,Success,MTN Mobile Money,6,2024,2
TX_000080,USER_002,2025-02-07,2025-02-01,Friday,0,Merchant Payment,16400.0,233.0,Success,MTN Mobile Money,2,2025,1
TX_000081,USER_003,2024-07-15,2024-07-01,Monday,0,Buy Airtime,2600.0,22.0,Success,MTN Mobile Money,7,2024,3
TX_000082,USER_003,2025-02-23,2025-02-01,Sunday,1,Receive Money,15300.0,255.0,Success,MTN Mobile Money,2,2025,1
TX_000083,USER_003,2025-02-13,2025-02-01,Thursday,0,Send Money,77500.0,1415.0,Failed,MTN Mobile Money,2,2025,1
TX_000084,USER_003,2025-01-26,2025-01-01,Sunday,1,Save/Investment,9100.0,100.0,Success,MTN Mobile Money,1,2025,1
TX_000085,USER_003,2024-04-06,2024-04-01,Saturday,1,Withdraw Cash,16200.0,279.0,Success,MTN Mobile Money,4,2024,2
TX_000086,USER_003,2025-01-06,2025-01-01,Monday,0,Receive Money,43200.0,600.0,Success,MTN Mobile Money,1,2025,1
TX_000087,USER_003,2025-01-20,2025-01-01,Monday,0,Send Money,70300.0,632.0,Success,MTN Mobile Money,1,2025,1
TX_000088,USER_003,2024-05-27,2024-05-01,Monday,0,Merchant Payment,47800.0,857.0,Success,MTN Mobile Money,5,2024,2
TX_000089,USER_003,2024-11-29,2024-11-01,Friday,0,Buy Airtime,2800.0,18.0,Success,MTN Mobile Money,11,2024,4
TX_000090,USER_003,2024-07-04,2024-07-01,Thursday,0,Receive Money,21200.0,336.0,Success,MTN Mobile Money,7,2024,3
TX_000091,USER_003,2024-05-23,2024-05-01,Thursday,0,Send Money,18000.0,274.0,Success,MTN Mobile Money,5,2024,2
TX_000092,USER_003,2024-10-23,2024-10-01,Wednesday,0,Deposit Cash,50000.0,610.0,Success,MTN Mobile Money,10,2024,4
TX_000093,USER_003,2024-09-11,2024-09-01,Wednesday,0,Deposit Cash,35400.0,537.0,Success,MTN Mobile Money,9,2024,3
TX_000094,USER_003,2024-07-17,2024-07-01,Wednesday,0,Receive Money,70400.0,1194.0,Success,MTN Mobile Money,7,2024,3
TX_000095,USER_003,2025-01-22,2025-01-01,Wednesday,0,Deposit Cash,86900.0,1358.0,Success,MTN Mobile Money,1,2025,1
TX_000096,USER_003,2025-02-16,2025-02-01,Sunday,1,Withdraw Cash,68300.0,975.0,Success,MTN Mobile Money,2,2025,1
TX_000097,USER_003,2024-12-11,2024-12-01,Wednesday,0,Send Money,70500.0,1274.0,Success,MTN Mobile Money,12,2024,4
TX_000098,USER_003,2024-06-21,2024-06-01,Friday,0,Deposit Cash,13800.0,138.0,Success,MTN Mobile Money,6,2024,2
TX_000099,USER_003,2025-02-14,2025-02-01,Friday,0,Send Money,65500.0,1145.0,Success,MTN Mobile Money,2,2025,1
TX_000100,USER_003,2024-08-14,2024-08-01,Wednesday,0,Send Money,23300.0,332.0,Pending,MTN Mobile Money,8,2024,3
TX_000101,USER_003,2024-03-29,2024-03-01,Friday,0,Buy Airtime,1400.0,20.0,Success,MTN Mobile Money,3,2024,1
TX_000102,USER_003,2024-06-26,2024-06-01,Wednesday,0,Withdraw Cash,11600.0,190.0,Success,MTN Mobile Money,6,2024,2
TX_000103,USER_003,2024-03-17,2024-03-01,Sunday,1,Save/Investment,17400.0,252.0,Failed,MTN Mobile Money,3,2024,1
TX_000104,USER_003,2024-08-09,2024-08-01,Friday,0,Send Money,75000.0,1149.0,Success,MTN Mobile Money,8,2024,3
TX_000105,USER_003,2024-09-22,2024-09-01,Sunday,1,Receive Money,56800.0,341.0,Success,MTN Mobile Money,9,2024,3
TX_000106,USER_003,2024-07-16,2024-07-01,Tuesday,0,Receive Money,49900.0,284.0,Success,MTN Mobile Money,7,2024,3
TX_000107,USER_003,2024-04-03,2024-04-01,Wednesday,0,Save/Investment,48500.0,788.0,Success,MTN Mobile Money,4,2024,2
TX_000108,USER_003,2024-06-17,2024-06-01,Monday,0,Withdraw Cash,3400.0,18.0,Success,MTN Mobile Money,6,2024,2
TX_000109,USER_003,2024-12-16,2024-12-01,Monday,0,Pay Bill,23300.0,355.0,Success,MTN Mobile Money,12,2024,4
TX_000110,USER_003,2024-08-09,2024-08-01,Friday,0,Receive Money,79800.0,909.0,Success,MTN Mobile Money,8,2024,3
TX_000111,USER_003,2024-06-17,2024-06-01,Monday,0,Send Money,63700.0,981.0,Success,MTN Mobile Money,6,2024,2
TX_000112,USER_003,2025-01-30,2025-01-01,Thursday,0,Send Money,54600.0,809.0,Success,MTN Mobile Money,1,2025,1
TX_000113,USER_003,2024-11-11,2024-11-01,Monday,0,Save/Investment,8000.0,92.0,Failed,MTN Mobile Money,11,2024,4
TX_000114,USER_003,2024-09-19,2024-09-01,Thursday,0,Pay Bill,19500.0,214.0,Success,MTN Mobile Money,9,2024,3
TX_000115,USER_003,2025-01-24,2025-01-01,Friday,0,Save/Investment,20800.0,383.0,Success,MTN Mobile Money,1,2025,1
TX_000116,USER_003,2024-10-21,2024-10-01,Monday,0,Receive Money,3000.0,44.0,Success,MTN Mobile Money,10,2024,4
TX_000117,USER_003,2024-05-13,2024-05-01,Monday,0,Deposit Cash,47800.0,933.0,Success,MTN Mobile Money,5,2024,2
TX_000118,USER_003,2024-07-14,2024-07-01,Sunday,1,Deposit Cash,77900.0,1290.0,Success,MTN Mobile Money,7,2024,3
TX_000119,USER_003,2024-05-11,2024-05-01,Saturday,1,Withdraw Cash,63000.0,439.0,Success,MTN Mobile Money,5,2024,2
TX_000120,USER_003,2024-07-05,2024-07-01,Friday,0,Merchant Payment,26800.0,524.0,Success,MTN Mobile Money,7,2024,3
TX_000121,USER_003,2024-12-13,2024-12-01,Friday,0,Send Money,10500.0,160.0,Success,MTN Mobile Money,12,2024,4
TX_000122,USER_003,2024-12-01,2024-12-01,Sunday,1,Receive Money,39600.0,236.0,Success,MTN Mobile Money,12,2024,4
TX_000123,USER_004,2024-07-13,2024-07-01,Saturday,1,Receive Money,63900.0,617.0,Success,Orange Money,7,2024,3
TX_000124,USER_004,2024-12-25,2024-12-01,Wednesday,0,Pay Bill,20700.0,226.0,Pending,Orange Money,12,2024,4
TX_000125,USER_004,2024-10-06,2024-10-01,Sunday,1,Receive Money,55800.0,999.0,Success,Orange Money,10,2024,4
TX_000126,USER_004,2024-12-24,2024-12-01,Tuesday,0,Withdraw Cash,75200.0,541.0,Success,Orange Money,12,2024,4
TX_000127,USER_004,2024-09-21,2024-09-01,Saturday,1,Send Money,40200.0,574.0,Success,Orange Money,9,2024,3
TX_000128,USER_004,2024-09-02,2024-09-01,Monday,0,Withdraw Cash,94200.0,573.0,Success,MTN Mobile Money,9,2024,3
TX_000129,USER_004,2024-06-21,2024-06-01,Friday,0,Receive Money,3100.0,19.0,Success,Orange Money,6,2024,2
TX_000130,USER_004,2024-05-10,2024-05-01,Friday,0,Save/Investment,10400.0,160.0,Success,Orange Money,5,2024,2
TX_000131,USER_004,2024-11-16,2024-11-01,Saturday,1,Send Money,8800.0,128.0,Success,Orange Money,11,2024,4
TX_000132,USER_004,2024-11-08,2024-11-01,Friday,0,Buy Airtime,3100.0,44.0,Success,Orange Money,11,2024,4
TX_000133,USER_004,2024-04-16,2024-04-01,Tuesday,0,Merchant Payment,35800.0,610.0,Success,MTN Mobile Money,4,2024,2
TX_000134,USER_004,2024-03-25,2024-03-01,Monday,0,Pay Bill,20200.0,269.0,Success,Orange Money,3,2024,1
TX_000135,USER_004,2024-04-26,2024-04-01,Friday,0,Pay Bill,19700.0,254.0,Success,MTN Mobile Money,4,2024,2
TX_000136,USER_004,2024-05-18,2024-05-01,Saturday,1,Withdraw Cash,59700.0,881.0,Success,MTN Mobile Money,5,2024,2
TX_000137,USER_004,2025-01-16,2025-01-01,Thursday,0,Receive Money,78100.0,785.0,Success,MTN Mobile Money,1,2025,1
TX_000138,USER_004,2024-05-21,2024-05-01,Tuesday,0,Pay Bill,2300.0,17.0,Success,MTN Mobile Money,5,2024,2
TX_000139,USER_004,2025-02-12,2025-02-01,Wednesday,0,Receive Money,79700.0,1564.0,Success,Orange Money,2,2025,1
TX_000140,USER_004,2024-10-03,2024-10-01,Thursday,0,Pay Bill,7400.0,83.0,Success,MTN Mobile Money,10,2024,4
TX_000141,USER_004,2024-12-31,2024-12-01,Tuesday,0,Pay Bill,26200.0,417.0,Success,Orange Money,12,2024,4
TX_000142,USER_004,2024-04-02,2024-04-01,Tuesday,0,Buy Airtime,3700.0,61.0,Success,Orange Money,4,2024,2
TX_000143,USER_004,2024-09-14,2024-09-01,Saturday,1,Deposit Cash,58300.0,675.0,Success,Orange Money,9,2024,3
TX_000144,USER_004,2024-09-12,2024-09-01,Thursday,0,Buy Airtime,3000.0,51.0,Success,MTN Mobile Money,9,2024,3
TX_000145,USER_004,2024-12-31,2024-12-01,Tuesday,0,Buy Airtime,4600.0,38.0,Success,Orange Money,12,2024,4
TX_000146,USER_004,2024-10-26,2024-10-01,Saturday,1,Deposit Cash,24300.0,404.0,Success,Orange Money,10,2024,4
TX_000147,USER_004,2024-11-26,2024-11-01,Tuesday,0,Send Money,19400.0,380.0,Success,MTN Mobile Money,11,2024,4
TX_000148,USER_004,2024-07-07,2024-07-01,Sunday,1,Send Money,39800.0,228.0,Success,Orange Money,7,2024,3
TX_000149,USER_004,2024-12-09,2024-12-01,Monday,0,Pay Bill,11400.0,158.0,Success,MTN Mobile Money,12,2024,4
TX_000150,USER_004,2024-03-06,2024-03-01,Wednesday,0,Receive Money,32200.0,575.0,Success,MTN Mobile Money,3,2024,1
TX_000151,USER_004,2025-02-12,2025-02-01,Wednesday,0,Withdraw Cash,14000.0,274.0,Success,MTN Mobile Money,2,2025,1
TX_000152,USER_004,2024-04-28,2024-04-01,Sunday,1,Merchant Payment,22200.0,221.0,Success,Orange Money,4,2024,2
TX_000153,USER_004,2025-02-13,2025-02-01,Thursday,0,Deposit Cash,43700.0,382.0,Success,MTN Mobile Money,2,2025,1
TX_000154,USER_004,2024-11-30,2024-11-01,Saturday,1,Receive Money,29100.0,311.0,Success,MTN Mobile Money,11,2024,4
TX_000155,USER_004,2024-07-15,2024-07-01,Monday,0,Buy Airtime,2400.0,42.0,Success,Orange Money,7,2024,3
TX_000156,USER_004,2025-01-23,2025-01-01,Thursday,0,Deposit Cash,56300.0,737.0,Success,Orange Money,1,2025,1
TX_000157,USER_004,2024-08-22,2024-08-01,Thursday,0,Send Money,42700.0,813.0,Success,MTN Mobile Money,8,2024,3
TX_000158,USER_004,2024-04-27,2024-04-01,Saturday,1,Receive Money,14800.0,94.0,Success,MTN Mobile Money,4,2024,2
TX_000159,USER_004,2024-07-29,2024-07-01,Monday,0,Send Money,12300.0,244.0,Failed,MTN Mobile Money,7,2024,3
TX_000160,USER_004,2024-10-09,2024-10-01,Wednesday,0,Send Money,26200.0,513.0,Success,Orange Money,10,2024,4
TX_000161,USER_004,2024-05-20,2024-05-01,Monday,0,Pay Bill,15200.0,228.0,Success,Orange Money,5,2024,2
TX_000162,USER_004,2024-10-19,2024-10-01,Saturday,1,Send Money,11900.0,227.0,Success,Orange Money,10,2024,4
TX_000163,USER_004,2024-03-02,2024-03-01,Saturday,1,Save/Investment,5100.0,77.0,Success,MTN Mobile Money,3,2024,1
TX_000164,USER_004,2024-07-13,2024-07-01,Saturday,1,Save/Investment,13100.0,196.0,Pending,MTN Mobile Money,7,2024,3
TX_000165,USER_004,2024-11-12,2024-11-01,Tuesday,0,Withdraw Cash,50200.0,716.0,Success,Orange Money,11,2024,4
TX_000166,USER_004,2024-05-31,2024-05-01,Friday,0,Withdraw Cash,12200.0,207.0,Success,MTN Mobile Money,5,2024,2
TX_000167,USER_004,2024-11-15,2024-11-01,Friday,0,Receive Money,52900.0,577.0,Success,Orange Money,11,2024,4
TX_000168,USER_004,2024-04-24,2024-04-01,Wednesday,0,Receive Money,13200.0,186.0,Success,MTN Mobile Money,4,2024,2
TX_000169,USER_004,2025-01-15,2025-01-01,Wednesday,0,Pay Bill,16200.0,440.0,Success,MTN Mobile Money,1,2025,1
TX_000170,USER_005,2024-07-31,2024-07-01,Wednesday,0,Withdraw Cash,92600.0,1072.0,Success,Orange Money,7,2024,3
TX_000171,USER_005,2025-01-22,2025-01-01,Wednesday,0,Merchant Payment,16000.0,289.0,Success,Orange Money,1,2025,1
TX_000172,USER_005,2024-11-15,2024-11-01,Friday,0,Receive Money,52100.0,517.0,Success,Orange Money,11,2024,4
TX_000173,USER_005,2025-01-06,2025-01-01,Monday,0,Buy Airtime,2900.0,31.0,Success,Orange Money,1,2025,1
TX_000174,USER_005,2024-06-10,2024-06-01,Monday,0,Buy Airtime,2800.0,33.0,Success,Orange Money,6,2024,2
TX_000175,USER_005,2024-05-18,2024-05-01,Saturday,1,Buy Airtime,900.0,13.0,Success,Orange Money,5,2024,2
TX_000176,USER_005,2024-09-08,2024-09-01,Sunday,1,Pay Bill,16700.0,322.0,Success,Orange Money,9,2024,3
TX_000177,USER_005,2024-05-22,2024-05-01,Wednesday,0,Merchant Payment,40700.0,270.0,Success,Orange Money,5,2024,2
TX_000178,USER_005,2024-12-02,2024-12-01,Monday,0,Buy Airtime,1300.0,16.0,Success,Orange Money,12,2024,4
TX_000179,USER_005,2024-11-27,2024-11-01,Wednesday,0,Buy Airtime,3800.0,60.0,Success,Orange Money,11,2024,4
TX_000180,USER_005,2024-03-01,2024-03-01,Friday,0,Deposit Cash,43700.0,806.0,Success,Orange Money,3,2024,1
TX_000181,USER_005,2025-01-01,2025-01-01,Wednesday,0,Save/Investment,32900.0,352.0,Success,Orange Money,1,2025,1
TX_000182,USER_005,2024-08-13,2024-08-01,Tuesday,0,Pay Bill,6600.0,49.0,Success,Orange Money,8,2024,3
TX_000183,USER_005,2024-11-06,2024-11-01,Wednesday,0,Receive Money,27100.0,64.0,Success,Orange Money,11,2024,4
TX_000184,USER_005,2024-03-10,2024-03-01,Sunday,1,Buy Airtime,500.0,8.0,Success,Orange Money,3,2024,1
TX_000185,USER_005,2024-04-27,2024-04-01,Saturday,1,Save/Investment,41200.0,529.0,Success,Orange Money,4,2024,2
TX_000186,USER_005,2024-09-02,2024-09-01,Monday,0,Deposit Cash,80200.0,623.0,Success,Orange Money,9,2024,3
TX_000187,USER_005,2024-08-05,2024-08-01,Monday,0,Deposit Cash,19300.0,362.0,Success,Orange Money,8,2024,3
TX_000188,USER_005,2024-07-01,2024-07-01,Monday,0,Send Money,65400.0,693.0,Success,Orange Money,7,2024,3
TX_000189,USER_005,2024-03-30,2024-03-01,Saturday,1,Send Money,700.0,10.0,Success,Orange Money,3,2024,1
TX_000190,USER_005,2024-07-02,2024-07-01,Tuesday,0,Receive Money,27100.0,59.0,Success,Orange Money,7,2024,3
TX_000191,USER_005,2024-12-16,2024-12-01,Monday,0,Receive Money,72500.0,1200.0,Success,Orange Money,12,2024,4
TX_000192,USER_005,2024-04-10,2024-04-01,Wednesday,0,Receive Money,24500.0,391.0,Success,Orange Money,4,2024,2
TX_000193,USER_005,2024-04-13,2024-04-01,Saturday,1,Withdraw Cash,81100.0,1338.0,Success,Orange Money,4,2024,2
TX_000194,USER_005,2024-11-04,2024-11-01,Monday,0,Pay Bill,5400.0,46.0,Success,Orange Money,11,2024,4
TX_000195,USER_005,2024-04-05,2024-04-01,Friday,0,Pay Bill,16500.0,127.0,Success,Orange Money,4,2024,2
TX_000196,USER_005,2024-11-28,2024-11-01,Thursday,0,Receive Money,16900.0,246.0,Success,Orange Money,11,2024,4
TX_000197,USER_005,2024-05-04,2024-05-01,Saturday,1,Buy Airtime,400.0,3.0,Success,Orange Money,5,2024,2
TX_000198,USER_005,2024-05-05,2024-05-01,Sunday,1,Buy Airtime,3400.0,40.0,Success,Orange Money,5,2024,2
TX_000199,USER_005,2025-02-01,2025-02-01,Saturday,1,Withdraw Cash,2600.0,26.0,Success,Orange Money,2,2025,1
TX_000200,USER_005,2024-10-30,2024-10-01,Wednesday,0,Buy Airtime,1800.0,33.0,Success,Orange Money,10,2024,4
TX_000201,USER_005,2024-12-07,2024-12-01,Saturday,1,Receive Money,51800.0,722.0,Success,Orange Money,12,2024,4
TX_000202,USER_005,2024-05-24,2024-05-01,Friday,0,Receive Money,27800.0,396.0,Success,Orange Money,5,2024,2
TX_000203,USER_005,2024-07-14,2024-07-01,Sunday,1,Deposit Cash,67300.0,407.0,Success,Orange Money,7,2024,3
TX_000204,USER_005,2024-11-26,2024-11-01,Tuesday,0,Receive Money,47600.0,724.0,Success,Orange Money,11,2024,4
TX_000205,USER_005,2025-01-05,2025-01-01,Sunday,1,Pay Bill,6500.0,38.0,Success,Orange Money,1,2025,1
TX_000206,USER_005,2024-10-03,2024-10-01,Thursday,0,Receive Money,79600.0,931.0,Success,Orange Money,10,2024,4
TX_000207,USER_005,2024-06-17,2024-06-01,Monday,0,Buy Airtime,500.0,10.0,Success,Orange Money,6,2024,2
TX_000208,USER_005,2024-12-02,2024-12-01,Monday,0,Withdraw Cash,17900.0,199.0,Success,Orange Money,12,2024,4
TX_000209,USER_005,2025-02-17,2025-02-01,Monday,0,Deposit Cash,1100.0,10.0,Pending,Orange Money,2,2025,1
